LSOA,IMD SCORE,RANK OF IMD SCORE (where 1 is most deprived),Percentile,Decile,IMD_Decile2010
E01023445,13.58,19718,60.70439012,6.070439012,7
E01000536,13.58,19719,60.70746875,6.070746875,7
E01016916,13.58,19720,60.71054738,6.071054738,7
E01024411,13.58,19721,60.71362601,6.071362601,7
E01015226,13.58,19722,60.71670464,6.071670464,7
E01000298,13.58,19723,60.71978326,6.071978326,7
E01015800,13.57,19724,60.72286189,6.072286189,7
E01020452,13.57,19725,60.72594052,6.072594052,7
E01003397,13.57,19726,60.72901915,6.072901915,7
E01000285,13.57,19727,60.73209778,6.073209778,7
E01011591,13.57,19728,60.73517641,6.073517641,7
E01026239,13.57,19729,60.73825503,6.073825503,7
E01002293,13.57,19730,60.74133366,6.074133366,7
E01029964,13.57,19731,60.74441229,6.074441229,7
E01012209,13.57,19732,60.74749092,6.074749092,7
E01030243,13.57,19733,60.75056955,6.075056955,7
E01029201,13.57,19734,60.75364817,6.075364817,7
E01025563,13.56,19735,60.7567268,6.07567268,7
E01009706,13.56,19736,60.75980543,6.075980543,7
E01002423,13.56,19737,60.76288406,6.076288406,7
E01032075,13.56,19738,60.76596269,6.076596269,7
E01031500,13.56,19739,60.76904132,6.076904132,7
E01022198,13.56,19740,60.77211994,6.077211994,7
E01007798,13.56,19741,60.77519857,6.077519857,7
E01018845,13.56,19742,60.7782772,6.07782772,7
E01022400,13.56,19743,60.78135583,6.078135583,7
E01030843,13.56,19744,60.78443446,6.078443446,7
E01002581,13.55,19745,60.78751308,6.078751308,7
E01015847,13.55,19746,60.79059171,6.079059171,7
E01030003,13.55,19747,60.79367034,6.079367034,7
E01016976,13.55,19748,60.79674897,6.079674897,7
E01026486,13.55,19749,60.7998276,6.07998276,7
E01000985,13.55,19750,60.80290622,6.080290622,7
E01020237,13.55,19751,60.80598485,6.080598485,7
E01012270,13.55,19752,60.80906348,6.080906348,7
E01016961,13.55,19753,60.81214211,6.081214211,7
E01006048,13.55,19754,60.81522074,6.081522074,7
E01000539,13.55,19755,60.81829937,6.081829937,7
E01023633,13.55,19756,60.82137799,6.082137799,7
E01006331,13.54,19757,60.82445662,6.082445662,7
E01022235,13.54,19758,60.82753525,6.082753525,7
E01029768,13.54,19759,60.83061388,6.083061388,7
E01017298,13.54,19760,60.83369251,6.083369251,7
E01025890,13.54,19761,60.83677113,6.083677113,7
E01027220,13.53,19762,60.83984976,6.083984976,7
E01031145,13.53,19763,60.84292839,6.084292839,7
E01022096,13.53,19764,60.84600702,6.084600702,7
E01028771,13.53,19765,60.84908565,6.084908565,7
E01006299,13.53,19766,60.85216428,6.085216428,7
E01027005,13.53,19767,60.8552429,6.08552429,7
E01031106,13.53,19768,60.85832153,6.085832153,7
E01006884,13.53,19769,60.86140016,6.086140016,7
E01027129,13.53,19770,60.86447879,6.086447879,7
E01025702,13.53,19771,60.86755742,6.086755742,7
E01024558,13.53,19772,60.87063604,6.087063604,7
E01015679,13.53,19773,60.87371467,6.087371467,7
E01024140,13.52,19774,60.8767933,6.08767933,7
E01020430,13.52,19775,60.87987193,6.087987193,7
E01002886,13.52,19776,60.88295056,6.088295056,7
E01021688,13.52,19777,60.88602919,6.088602919,7
E01031099,13.52,19778,60.88910781,6.088910781,7
E01025406,13.52,19779,60.89218644,6.089218644,7
E01013685,13.51,19780,60.89526507,6.089526507,7
E01008552,13.51,19781,60.8983437,6.08983437,7
E01006285,13.51,19782,60.90142233,6.090142233,7
E01032480,13.51,19783,60.90450095,6.090450095,7
E01021189,13.51,19784,60.90757958,6.090757958,7
E01008505,13.51,19785,60.91065821,6.091065821,7
E01024043,13.51,19786,60.91373684,6.091373684,7
E01024738,13.51,19787,60.91681547,6.091681547,7
E01008234,13.51,19788,60.9198941,6.09198941,7
E01014087,13.51,19789,60.92297272,6.092297272,7
E01013589,13.51,19790,60.92605135,6.092605135,7
E01005306,13.51,19791,60.92912998,6.092912998,7
E01010939,13.51,19792,60.93220861,6.093220861,7
E01027323,13.51,19793,60.93528724,6.093528724,7
E01029622,13.51,19794,60.93836586,6.093836586,7
E01000886,13.51,19795,60.94144449,6.094144449,7
E01013449,13.5,19796,60.94452312,6.094452312,7
E01024422,13.5,19797,60.94760175,6.094760175,7
E01029411,13.5,19798,60.95068038,6.095068038,7
E01006042,13.5,19799,60.953759,6.0953759,7
E01005510,13.5,19800,60.95683763,6.095683763,7
E01024766,13.5,19801,60.95991626,6.095991626,7
E01029697,13.49,19802,60.96299489,6.096299489,7
E01011396,13.49,19803,60.96607352,6.096607352,7
E01019691,13.49,19804,60.96915215,6.096915215,7
E01009847,13.49,19805,60.97223077,6.097223077,7
E01015585,13.49,19806,60.9753094,6.09753094,7
E01025960,13.49,19807,60.97838803,6.097838803,7
E01029703,13.49,19808,60.98146666,6.098146666,7
E01019524,13.49,19809,60.98454529,6.098454529,7
E01025682,13.49,19810,60.98762391,6.098762391,7
E01016745,13.49,19811,60.99070254,6.099070254,7
E01005970,13.49,19812,60.99378117,6.099378117,7
E01032199,13.49,19813,60.9968598,6.09968598,7
E01011420,13.49,19814,60.99993843,6.099993843,7
E01021439,13.48,19815,61.00301706,6.100301706,7
E01008151,13.48,19816,61.00609568,6.100609568,7
E01009474,13.48,19817,61.00917431,6.100917431,7
E01019370,13.48,19818,61.01225294,6.101225294,7
E01025548,13.48,19819,61.01533157,6.101533157,7
E01029781,13.48,19820,61.0184102,6.10184102,7
E01026423,13.48,19821,61.02148882,6.102148882,7
E01003202,13.48,19822,61.02456745,6.102456745,7
E01031782,13.48,19823,61.02764608,6.102764608,7
E01004924,13.48,19824,61.03072471,6.103072471,7
E01011643,13.48,19825,61.03380334,6.103380334,7
E01015863,13.47,19826,61.03688197,6.103688197,7
E01014769,13.47,19827,61.03996059,6.103996059,7
E01027425,13.47,19828,61.04303922,6.104303922,7
E01026923,13.47,19829,61.04611785,6.104611785,7
E01028474,13.47,19830,61.04919648,6.104919648,7
E01016510,13.47,19831,61.05227511,6.105227511,7
E01025683,13.47,19832,61.05535373,6.105535373,7
E01030681,13.47,19833,61.05843236,6.105843236,7
E01002821,13.47,19834,61.06151099,6.106151099,7
E01007286,13.47,19835,61.06458962,6.106458962,7
E01021668,13.47,19836,61.06766825,6.106766825,7
E01026475,13.47,19837,61.07074688,6.107074688,7
E01019978,13.46,19838,61.0738255,6.10738255,7
E01021541,13.46,19839,61.07690413,6.107690413,7
E01025361,13.46,19840,61.07998276,6.107998276,7
E01019214,13.46,19841,61.08306139,6.108306139,7
E01027636,13.46,19842,61.08614002,6.108614002,7
E01002349,13.46,19843,61.08921864,6.108921864,7
E01029981,13.46,19844,61.09229727,6.109229727,7
E01030058,13.46,19845,61.0953759,6.10953759,7
E01016888,13.46,19846,61.09845453,6.109845453,7
E01010013,13.46,19847,61.10153316,6.110153316,7
E01015478,13.46,19848,61.10461178,6.110461178,7
E01020988,13.46,19849,61.10769041,6.110769041,7
E01013505,13.46,19850,61.11076904,6.111076904,7
E01018604,13.45,19851,61.11384767,6.111384767,7
E01021413,13.45,19852,61.1169263,6.11169263,7
E01027628,13.45,19853,61.12000493,6.112000493,7
E01022201,13.45,19854,61.12308355,6.112308355,7
E01008323,13.45,19855,61.12616218,6.112616218,7
E01020152,13.45,19856,61.12924081,6.112924081,7
E01021282,13.45,19857,61.13231944,6.113231944,7
E01021035,13.45,19858,61.13539807,6.113539807,7
E01025662,13.45,19859,61.13847669,6.113847669,7
E01020595,13.45,19860,61.14155532,6.114155532,7
E01017524,13.45,19861,61.14463395,6.114463395,7
E01021030,13.45,19862,61.14771258,6.114771258,7
E01021394,13.44,19863,61.15079121,6.115079121,7
E01022409,13.44,19864,61.15386984,6.115386984,7
E01003854,13.44,19865,61.15694846,6.115694846,7
E01007986,13.44,19866,61.16002709,6.116002709,7
E01024173,13.44,19867,61.16310572,6.116310572,7
E01020549,13.44,19868,61.16618435,6.116618435,7
E01013019,13.44,19869,61.16926298,6.116926298,7
E01002238,13.43,19870,61.1723416,6.11723416,7
E01004933,13.43,19871,61.17542023,6.117542023,7
E01027774,13.43,19872,61.17849886,6.117849886,7
E01024346,13.43,19873,61.18157749,6.118157749,7
E01010689,13.43,19874,61.18465612,6.118465612,7
E01016491,13.43,19875,61.18773475,6.118773475,7
E01020231,13.43,19876,61.19081337,6.119081337,7
E01025496,13.43,19877,61.193892,6.1193892,7
E01015574,13.43,19878,61.19697063,6.119697063,7
E01024999,13.43,19879,61.20004926,6.120004926,7
E01025587,13.43,19880,61.20312789,6.120312789,7
E01020105,13.43,19881,61.20620651,6.120620651,7
E01023621,13.43,19882,61.20928514,6.120928514,7
E01024428,13.42,19883,61.21236377,6.121236377,7
E01023079,13.42,19884,61.2154424,6.12154424,7
E01007148,13.42,19885,61.21852103,6.121852103,7
E01015103,13.42,19886,61.22159966,6.122159966,7
E01007741,13.42,19887,61.22467828,6.122467828,7
E01010211,13.42,19888,61.22775691,6.122775691,7
E01021294,13.42,19889,61.23083554,6.123083554,7
E01020214,13.42,19890,61.23391417,6.123391417,7
E01002122,13.42,19891,61.2369928,6.12369928,7
E01002424,13.42,19892,61.24007142,6.124007142,7
E01012722,13.42,19893,61.24315005,6.124315005,7
E01025465,13.41,19894,61.24622868,6.124622868,7
E01007043,13.41,19895,61.24930731,6.124930731,7
E01001924,13.41,19896,61.25238594,6.125238594,7
E01032385,13.41,19897,61.25546456,6.125546456,7
E01002268,13.41,19898,61.25854319,6.125854319,7
E01022924,13.41,19899,61.26162182,6.126162182,7
E01011068,13.41,19900,61.26470045,6.126470045,7
E01025723,13.41,19901,61.26777908,6.126777908,7
E01022398,13.41,19902,61.27085771,6.127085771,7
E01005772,13.41,19903,61.27393633,6.127393633,7
E01015090,13.41,19904,61.27701496,6.127701496,7
E01019732,13.4,19905,61.28009359,6.128009359,7
E01007630,13.4,19906,61.28317222,6.128317222,7
E01011798,13.4,19907,61.28625085,6.128625085,7
E01032051,13.4,19908,61.28932947,6.128932947,7
E01015198,13.4,19909,61.2924081,6.12924081,7
E01023177,13.4,19910,61.29548673,6.129548673,7
E01015554,13.4,19911,61.29856536,6.129856536,7
E01022252,13.4,19912,61.30164399,6.130164399,7
E01022186,13.4,19913,61.30472262,6.130472262,7
E01031033,13.4,19914,61.30780124,6.130780124,7
E01002159,13.4,19915,61.31087987,6.131087987,7
E01013290,13.4,19916,61.3139585,6.13139585,7
E01021573,13.4,19917,61.31703713,6.131703713,7
E01028676,13.4,19918,61.32011576,6.132011576,7
E01001540,13.39,19919,61.32319438,6.132319438,7
E01010247,13.39,19920,61.32627301,6.132627301,7
E01000123,13.39,19921,61.32935164,6.132935164,7
E01006091,13.39,19922,61.33243027,6.133243027,7
E01012610,13.39,19923,61.3355089,6.13355089,7
E01032459,13.39,19924,61.33858753,6.133858753,7
E01004620,13.39,19925,61.34166615,6.134166615,7
E01018794,13.39,19926,61.34474478,6.134474478,7
E01021010,13.39,19927,61.34782341,6.134782341,7
E01007446,13.39,19928,61.35090204,6.135090204,7
E01011115,13.39,19929,61.35398067,6.135398067,7
E01007306,13.39,19930,61.35705929,6.135705929,7
E01026569,13.39,19931,61.36013792,6.136013792,7
E01012423,13.39,19932,61.36321655,6.136321655,7
E01025848,13.38,19933,61.36629518,6.136629518,7
E01018051,13.38,19934,61.36937381,6.136937381,7
E01028856,13.38,19935,61.37245244,6.137245244,7
E01030570,13.38,19936,61.37553106,6.137553106,7
E01010547,13.38,19937,61.37860969,6.137860969,7
E01024141,13.38,19938,61.38168832,6.138168832,7
E01026272,13.38,19939,61.38476695,6.138476695,7
E01016495,13.38,19940,61.38784558,6.138784558,7
E01015636,13.38,19941,61.3909242,6.13909242,7
E01030674,13.38,19942,61.39400283,6.139400283,7
E01013105,13.38,19943,61.39708146,6.139708146,7
E01014805,13.38,19944,61.40016009,6.140016009,7
E01005783,13.38,19945,61.40323872,6.140323872,7
E01010973,13.38,19946,61.40631734,6.140631734,7
E01000369,13.38,19947,61.40939597,6.140939597,7
E01018556,13.38,19948,61.4124746,6.14124746,7
E01028108,13.38,19949,61.41555323,6.141555323,7
E01031536,13.38,19950,61.41863186,6.141863186,7
E01030150,13.38,19951,61.42171049,6.142171049,7
E01027043,13.37,19952,61.42478911,6.142478911,7
E01003371,13.37,19953,61.42786774,6.142786774,7
E01022179,13.37,19954,61.43094637,6.143094637,7
E01017652,13.37,19955,61.434025,6.1434025,7
E01000326,13.37,19956,61.43710363,6.143710363,7
E01030426,13.37,19957,61.44018225,6.144018225,7
E01029269,13.37,19958,61.44326088,6.144326088,7
E01030137,13.37,19959,61.44633951,6.144633951,7
E01006503,13.36,19960,61.44941814,6.144941814,7
E01008453,13.36,19961,61.45249677,6.145249677,7
E01006519,13.36,19962,61.4555754,6.14555754,7
E01027202,13.36,19963,61.45865402,6.145865402,7
E01016056,13.36,19964,61.46173265,6.146173265,7
E01020546,13.36,19965,61.46481128,6.146481128,7
E01005152,13.36,19966,61.46788991,6.146788991,7
E01030665,13.36,19967,61.47096854,6.147096854,7
E01001392,13.36,19968,61.47404716,6.147404716,7
E01024285,13.35,19969,61.47712579,6.147712579,7
E01021041,13.35,19970,61.48020442,6.148020442,7
E01007666,13.35,19971,61.48328305,6.148328305,7
E01023322,13.35,19972,61.48636168,6.148636168,7
E01016339,13.35,19973,61.48944031,6.148944031,7
E01029655,13.35,19974,61.49251893,6.149251893,7
E01013182,13.35,19975,61.49559756,6.149559756,7
E01014075,13.35,19976,61.49867619,6.149867619,7
E01027648,13.35,19977,61.50175482,6.150175482,7
E01018752,13.34,19978,61.50483345,6.150483345,7
E01008320,13.34,19979,61.50791207,6.150791207,7
E01013977,13.34,19980,61.5109907,6.15109907,7
E01000962,13.34,19981,61.51406933,6.151406933,7
E01026918,13.34,19982,61.51714796,6.151714796,7
E01010862,13.34,19983,61.52022659,6.152022659,7
E01016079,13.34,19984,61.52330522,6.152330522,7
E01030073,13.34,19985,61.52638384,6.152638384,7
E01011264,13.34,19986,61.52946247,6.152946247,7
E01028235,13.34,19987,61.5325411,6.15325411,7
E01022355,13.34,19988,61.53561973,6.153561973,7
E01013041,13.34,19989,61.53869836,6.153869836,7
E01029125,13.34,19990,61.54177698,6.154177698,7
E01026412,13.34,19991,61.54485561,6.154485561,7
E01028559,13.34,19992,61.54793424,6.154793424,7
E01028102,13.34,19993,61.55101287,6.155101287,7
E01025147,13.33,19994,61.5540915,6.15540915,7
E01010672,13.33,19995,61.55717012,6.155717012,7
E01020442,13.33,19996,61.56024875,6.156024875,7
E01027762,13.33,19997,61.56332738,6.156332738,7
E01014504,13.33,19998,61.56640601,6.156640601,7
E01007974,13.33,19999,61.56948464,6.156948464,7
E01015387,13.33,20000,61.57256327,6.157256327,7
E01023293,13.33,20001,61.57564189,6.157564189,7
E01007439,13.33,20002,61.57872052,6.157872052,7
E01020449,13.33,20003,61.58179915,6.158179915,7
E01016331,13.33,20004,61.58487778,6.158487778,7
E01013400,13.33,20005,61.58795641,6.158795641,7
E01002570,13.32,20006,61.59103503,6.159103503,7
E01031676,13.32,20007,61.59411366,6.159411366,7
E01023008,13.32,20008,61.59719229,6.159719229,7
E01013247,13.32,20009,61.60027092,6.160027092,7
E01005676,13.32,20010,61.60334955,6.160334955,7
E01009707,13.32,20011,61.60642818,6.160642818,7
E01030271,13.32,20012,61.6095068,6.16095068,7
E01028484,13.31,20013,61.61258543,6.161258543,7
E01024522,13.31,20014,61.61566406,6.161566406,7
E01011893,13.31,20015,61.61874269,6.161874269,7
E01020136,13.31,20016,61.62182132,6.162182132,7
E01029633,13.31,20017,61.62489994,6.162489994,7
E01008412,13.31,20018,61.62797857,6.162797857,7
E01000693,13.31,20019,61.6310572,6.16310572,7
E01015036,13.31,20020,61.63413583,6.163413583,7
E01024437,13.31,20021,61.63721446,6.163721446,7
E01010138,13.31,20022,61.64029309,6.164029309,7
E01013188,13.31,20023,61.64337171,6.164337171,7
E01019350,13.31,20024,61.64645034,6.164645034,7
E01002412,13.31,20025,61.64952897,6.164952897,7
E01019960,13.31,20026,61.6526076,6.16526076,7
E01003659,13.3,20027,61.65568623,6.165568623,7
E01020243,13.3,20028,61.65876485,6.165876485,7
E01021743,13.3,20029,61.66184348,6.166184348,7
E01023176,13.3,20030,61.66492211,6.166492211,7
E01020785,13.3,20031,61.66800074,6.166800074,7
E01019700,13.3,20032,61.67107937,6.167107937,7
E01014446,13.3,20033,61.674158,6.1674158,7
E01023237,13.3,20034,61.67723662,6.167723662,7
E01019357,13.3,20035,61.68031525,6.168031525,7
E01019091,13.3,20036,61.68339388,6.168339388,7
E01030186,13.3,20037,61.68647251,6.168647251,7
E01013263,13.3,20038,61.68955114,6.168955114,7
E01025562,13.3,20039,61.69262976,6.169262976,7
E01026137,13.3,20040,61.69570839,6.169570839,7
E01017586,13.3,20041,61.69878702,6.169878702,7
E01030557,13.3,20042,61.70186565,6.170186565,7
E01006818,13.3,20043,61.70494428,6.170494428,7
E01019630,13.3,20044,61.7080229,6.17080229,7
E01007471,13.29,20045,61.71110153,6.171110153,7
E01008856,13.29,20046,61.71418016,6.171418016,7
E01000003,13.29,20047,61.71725879,6.171725879,7
E01023845,13.29,20048,61.72033742,6.172033742,7
E01023970,13.29,20049,61.72341605,6.172341605,7
E01021443,13.29,20050,61.72649467,6.172649467,7
E01024736,13.29,20051,61.7295733,6.17295733,7
E01027739,13.29,20052,61.73265193,6.173265193,7
E01020509,13.29,20053,61.73573056,6.173573056,7
E01024764,13.28,20054,61.73880919,6.173880919,7
E01026872,13.28,20055,61.74188781,6.174188781,7
E01005765,13.28,20056,61.74496644,6.174496644,7
E01023366,13.28,20057,61.74804507,6.174804507,7
E01026244,13.28,20058,61.7511237,6.17511237,7
E01026098,13.28,20059,61.75420233,6.175420233,7
E01028188,13.28,20060,61.75728096,6.175728096,7
E01011604,13.28,20061,61.76035958,6.176035958,7
E01011244,13.28,20062,61.76343821,6.176343821,7
E01010241,13.28,20063,61.76651684,6.176651684,7
E01015138,13.28,20064,61.76959547,6.176959547,7
E01024636,13.28,20065,61.7726741,6.17726741,7
E01017008,13.28,20066,61.77575272,6.177575272,7
E01008877,13.27,20067,61.77883135,6.177883135,7
E01026842,13.27,20068,61.78190998,6.178190998,7
E01030613,13.27,20069,61.78498861,6.178498861,7
E01030721,13.27,20070,61.78806724,6.178806724,7
E01011728,13.27,20071,61.79114587,6.179114587,7
E01031061,13.27,20072,61.79422449,6.179422449,7
E01009905,13.27,20073,61.79730312,6.179730312,7
E01020033,13.27,20074,61.80038175,6.180038175,7
E01021879,13.27,20075,61.80346038,6.180346038,7
E01016766,13.27,20076,61.80653901,6.180653901,7
E01018749,13.27,20077,61.80961763,6.180961763,7
E01024628,13.27,20078,61.81269626,6.181269626,7
E01013008,13.27,20079,61.81577489,6.181577489,7
E01003664,13.27,20080,61.81885352,6.181885352,7
E01020431,13.27,20081,61.82193215,6.182193215,7
E01026686,13.27,20082,61.82501078,6.182501078,7
E01007846,13.26,20083,61.8280894,6.18280894,7
E01031942,13.26,20084,61.83116803,6.183116803,7
E01018792,13.26,20085,61.83424666,6.183424666,7
E01027839,13.26,20086,61.83732529,6.183732529,7
E01010356,13.26,20087,61.84040392,6.184040392,7
E01010345,13.26,20088,61.84348254,6.184348254,7
E01000844,13.26,20089,61.84656117,6.184656117,7
E01020349,13.26,20090,61.8496398,6.18496398,7
E01010123,13.26,20091,61.85271843,6.185271843,7
E01019585,13.26,20092,61.85579706,6.185579706,7
E01023942,13.26,20093,61.85887568,6.185887568,7
E01002816,13.26,20094,61.86195431,6.186195431,7
E01023544,13.26,20095,61.86503294,6.186503294,7
E01003271,13.26,20096,61.86811157,6.186811157,7
E01000967,13.25,20097,61.8711902,6.18711902,7
E01019517,13.25,20098,61.87426883,6.187426883,7
E01018169,13.25,20099,61.87734745,6.187734745,7
E01019774,13.25,20100,61.88042608,6.188042608,7
E01029228,13.25,20101,61.88350471,6.188350471,7
E01005827,13.25,20102,61.88658334,6.188658334,7
E01024210,13.24,20103,61.88966197,6.188966197,7
E01023531,13.24,20104,61.89274059,6.189274059,7
E01015474,13.24,20105,61.89581922,6.189581922,7
E01011827,13.24,20106,61.89889785,6.189889785,7
E01001948,13.24,20107,61.90197648,6.190197648,7
E01020622,13.24,20108,61.90505511,6.190505511,7
E01023540,13.24,20109,61.90813374,6.190813374,7
E01029321,13.24,20110,61.91121236,6.191121236,7
E01002574,13.24,20111,61.91429099,6.191429099,7
E01000281,13.24,20112,61.91736962,6.191736962,7
E01025941,13.24,20113,61.92044825,6.192044825,7
E01008500,13.24,20114,61.92352688,6.192352688,7
E01009682,13.24,20115,61.9266055,6.19266055,7
E01029051,13.24,20116,61.92968413,6.192968413,7
E01022053,13.23,20117,61.93276276,6.193276276,7
E01030209,13.23,20118,61.93584139,6.193584139,7
E01030972,13.23,20119,61.93892002,6.193892002,7
E01026764,13.23,20120,61.94199865,6.194199865,7
E01018429,13.23,20121,61.94507727,6.194507727,7
E01005364,13.22,20122,61.9481559,6.19481559,7
E01004054,13.22,20123,61.95123453,6.195123453,7
E01014641,13.22,20124,61.95431316,6.195431316,7
E01032031,13.22,20125,61.95739179,6.195739179,7
E01016328,13.22,20126,61.96047041,6.196047041,7
E01013010,13.22,20127,61.96354904,6.196354904,7
E01029180,13.22,20128,61.96662767,6.196662767,7
E01020172,13.22,20129,61.9697063,6.19697063,7
E01030363,13.22,20130,61.97278493,6.197278493,7
E01021509,13.22,20131,61.97586356,6.197586356,7
E01016579,13.22,20132,61.97894218,6.197894218,7
E01024868,13.21,20133,61.98202081,6.198202081,7
E01007468,13.21,20134,61.98509944,6.198509944,7
E01002510,13.21,20135,61.98817807,6.198817807,7
E01024400,13.21,20136,61.9912567,6.19912567,7
E01015391,13.21,20137,61.99433532,6.199433532,7
E01014917,13.21,20138,61.99741395,6.199741395,7
E01018297,13.21,20139,62.00049258,6.200049258,7
E01016170,13.2,20140,62.00357121,6.200357121,7
E01026236,13.2,20141,62.00664984,6.200664984,7
E01031449,13.2,20142,62.00972846,6.200972846,7
E01006852,13.2,20143,62.01280709,6.201280709,7
E01023328,13.2,20144,62.01588572,6.201588572,7
E01001064,13.2,20145,62.01896435,6.201896435,7
E01028331,13.2,20146,62.02204298,6.202204298,7
E01023572,13.2,20147,62.02512161,6.202512161,7
E01010167,13.2,20148,62.02820023,6.202820023,7
E01016574,13.2,20149,62.03127886,6.203127886,7
E01002683,13.2,20150,62.03435749,6.203435749,7
E01031967,13.2,20151,62.03743612,6.203743612,7
E01023121,13.2,20152,62.04051475,6.204051475,7
E01004659,13.2,20153,62.04359337,6.204359337,7
E01004944,13.2,20154,62.046672,6.2046672,7
E01001302,13.2,20155,62.04975063,6.204975063,7
E01014491,13.2,20156,62.05282926,6.205282926,7
E01019235,13.19,20157,62.05590789,6.205590789,7
E01007911,13.19,20158,62.05898652,6.205898652,7
E01004680,13.19,20159,62.06206514,6.206206514,7
E01006622,13.19,20160,62.06514377,6.206514377,7
E01019317,13.19,20161,62.0682224,6.20682224,7
E01029027,13.19,20162,62.07130103,6.207130103,7
E01021143,13.19,20163,62.07437966,6.207437966,7
E01015354,13.19,20164,62.07745828,6.207745828,7
E01004915,13.19,20165,62.08053691,6.208053691,7
E01020357,13.19,20166,62.08361554,6.208361554,7
E01007829,13.19,20167,62.08669417,6.208669417,7
E01004543,13.19,20168,62.0897728,6.20897728,7
E01010226,13.18,20169,62.09285143,6.209285143,7
E01027183,13.18,20170,62.09593005,6.209593005,7
E01020335,13.18,20171,62.09900868,6.209900868,7
E01021986,13.18,20172,62.10208731,6.210208731,7
E01020504,13.18,20173,62.10516594,6.210516594,7
E01029933,13.18,20174,62.10824457,6.210824457,7
E01005176,13.18,20175,62.11132319,6.211132319,7
E01020526,13.18,20176,62.11440182,6.211440182,7
E01020397,13.18,20177,62.11748045,6.211748045,7
E01017717,13.18,20178,62.12055908,6.212055908,7
E01022299,13.18,20179,62.12363771,6.212363771,7
E01032168,13.18,20180,62.12671634,6.212671634,7
E01011498,13.18,20181,62.12979496,6.212979496,7
E01028852,13.18,20182,62.13287359,6.213287359,7
E01011592,13.18,20183,62.13595222,6.213595222,7
E01024642,13.18,20184,62.13903085,6.213903085,7
E01024252,13.18,20185,62.14210948,6.214210948,7
E01013892,13.17,20186,62.1451881,6.21451881,7
E01030087,13.17,20187,62.14826673,6.214826673,7
E01002678,13.17,20188,62.15134536,6.215134536,7
E01005856,13.17,20189,62.15442399,6.215442399,7
E01026003,13.17,20190,62.15750262,6.215750262,7
E01030097,13.17,20191,62.16058124,6.216058124,7
E01011531,13.17,20192,62.16365987,6.216365987,7
E01024273,13.17,20193,62.1667385,6.21667385,7
E01019674,13.17,20194,62.16981713,6.216981713,7
E01030020,13.17,20195,62.17289576,6.217289576,7
E01016913,13.17,20196,62.17597439,6.217597439,7
E01024452,13.16,20197,62.17905301,6.217905301,7
E01031825,13.16,20198,62.18213164,6.218213164,7
E01000457,13.16,20199,62.18521027,6.218521027,7
E01030865,13.16,20200,62.1882889,6.21882889,7
E01022507,13.16,20201,62.19136753,6.219136753,7
E01018832,13.16,20202,62.19444615,6.219444615,7
E01027657,13.16,20203,62.19752478,6.219752478,7
E01021147,13.16,20204,62.20060341,6.220060341,7
E01012818,13.16,20205,62.20368204,6.220368204,7
E01014508,13.16,20206,62.20676067,6.220676067,7
E01008792,13.16,20207,62.2098393,6.22098393,7
E01031303,13.16,20208,62.21291792,6.221291792,7
E01027684,13.16,20209,62.21599655,6.221599655,7
E01001539,13.16,20210,62.21907518,6.221907518,7
E01023340,13.16,20211,62.22215381,6.222215381,7
E01027902,13.16,20212,62.22523244,6.222523244,7
E01022652,13.16,20213,62.22831106,6.222831106,7
E01000795,13.15,20214,62.23138969,6.223138969,7
E01014157,13.15,20215,62.23446832,6.223446832,7
E01014598,13.15,20216,62.23754695,6.223754695,7
E01010970,13.15,20217,62.24062558,6.224062558,7
E01024187,13.15,20218,62.24370421,6.224370421,7
E01030153,13.15,20219,62.24678283,6.224678283,7
E01027877,13.14,20220,62.24986146,6.224986146,7
E01026424,13.14,20221,62.25294009,6.225294009,7
E01019419,13.14,20222,62.25601872,6.225601872,7
E01027705,13.14,20223,62.25909735,6.225909735,7
E01026257,13.14,20224,62.26217597,6.226217597,7
E01029707,13.14,20225,62.2652546,6.22652546,7
E01012935,13.14,20226,62.26833323,6.226833323,7
E01002472,13.14,20227,62.27141186,6.227141186,7
E01029671,13.14,20228,62.27449049,6.227449049,7
E01011057,13.14,20229,62.27756912,6.227756912,7
E01012241,13.14,20230,62.28064774,6.228064774,7
E01003862,13.14,20231,62.28372637,6.228372637,7
E01018735,13.14,20232,62.286805,6.2286805,7
E01007705,13.14,20233,62.28988363,6.228988363,7
E01006127,13.14,20234,62.29296226,6.229296226,7
E01027190,13.14,20235,62.29604088,6.229604088,7
E01031607,13.13,20236,62.29911951,6.229911951,7
E01023937,13.13,20237,62.30219814,6.230219814,7
E01021348,13.13,20238,62.30527677,6.230527677,7
E01000427,13.13,20239,62.3083554,6.23083554,7
E01005367,13.13,20240,62.31143402,6.231143402,7
E01002255,13.13,20241,62.31451265,6.231451265,7
E01013073,13.13,20242,62.31759128,6.231759128,7
E01029802,13.13,20243,62.32066991,6.232066991,7
E01002822,13.13,20244,62.32374854,6.232374854,7
E01023504,13.13,20245,62.32682717,6.232682717,7
E01032195,13.12,20246,62.32990579,6.232990579,7
E01015799,13.12,20247,62.33298442,6.233298442,7
E01004505,13.12,20248,62.33606305,6.233606305,7
E01018035,13.12,20249,62.33914168,6.233914168,7
E01027911,13.12,20250,62.34222031,6.234222031,7
E01012635,13.12,20251,62.34529893,6.234529893,7
E01001069,13.12,20252,62.34837756,6.234837756,7
E01023901,13.12,20253,62.35145619,6.235145619,7
