LSOA,IMD SCORE,RANK OF IMD SCORE (where 1 is most deprived),Percentile,Decile,IMD_Decile2010
E01013533,58.01,1039,3.198694662,0.319869466,1
E01010455,58,1040,3.20177329,0.320177329,1
E01019578,58,1041,3.204851918,0.320485192,1
E01010850,57.99,1042,3.207930546,0.320793055,1
E01013472,57.99,1043,3.211009174,0.321100917,1
E01004244,57.98,1044,3.214087802,0.32140878,1
E01009309,57.95,1045,3.217166431,0.321716643,1
E01014656,57.94,1046,3.220245059,0.322024506,1
E01012112,57.93,1047,3.223323687,0.322332369,1
E01009333,57.93,1048,3.226402315,0.322640232,1
E01009479,57.92,1049,3.229480943,0.322948094,1
E01012861,57.92,1050,3.232559571,0.323255957,1
E01020992,57.91,1051,3.2356382,0.32356382,1
E01012698,57.91,1052,3.238716828,0.323871683,1
E01006711,57.9,1053,3.241795456,0.324179546,1
E01010620,57.9,1054,3.244874084,0.324487408,1
E01009107,57.9,1055,3.247952712,0.324795271,1
E01011745,57.9,1056,3.25103134,0.325103134,1
E01021019,57.89,1057,3.254109969,0.325410997,1
E01008905,57.88,1058,3.257188597,0.32571886,1
E01010743,57.88,1059,3.260267225,0.326026722,1
E01006435,57.88,1060,3.263345853,0.326334585,1
E01010278,57.88,1061,3.266424481,0.326642448,1
E01010093,57.87,1062,3.269503109,0.326950311,1
E01006392,57.85,1063,3.272581738,0.327258174,1
E01001745,57.85,1064,3.275660366,0.327566037,1
E01012088,57.85,1065,3.278738994,0.327873899,1
E01009301,57.84,1066,3.281817622,0.328181762,1
E01009079,57.84,1067,3.28489625,0.328489625,1
E01009761,57.83,1068,3.287974878,0.328797488,1
E01008124,57.83,1069,3.291053507,0.329105351,1
E01006615,57.81,1070,3.294132135,0.329413213,1
E01020898,57.78,1071,3.297210763,0.329721076,1
E01011426,57.77,1072,3.300289391,0.330028939,1
E01004248,57.76,1073,3.303368019,0.330336802,1
E01015545,57.76,1074,3.306446647,0.330644665,1
E01012526,57.75,1075,3.309525276,0.330952528,1
E01006437,57.74,1076,3.312603904,0.33126039,1
E01003510,57.74,1077,3.315682532,0.331568253,1
E01012037,57.73,1078,3.31876116,0.331876116,1
E01006694,57.71,1079,3.321839788,0.332183979,1
E01012083,57.71,1080,3.324918416,0.332491842,1
E01015546,57.69,1081,3.327997045,0.332799704,1
E01005004,57.68,1082,3.331075673,0.333107567,1
E01009376,57.67,1083,3.334154301,0.33341543,1
E01010483,57.67,1084,3.337232929,0.333723293,1
E01006361,57.65,1085,3.340311557,0.334031156,1
E01003499,57.64,1086,3.343390185,0.334339019,1
E01005945,57.64,1087,3.346468813,0.334646881,1
E01004826,57.62,1088,3.349547442,0.334954744,1
E01007768,57.62,1089,3.35262607,0.335262607,1
E01002091,57.61,1090,3.355704698,0.33557047,1
E01009478,57.61,1091,3.358783326,0.335878333,1
E01011340,57.6,1092,3.361861954,0.336186195,1
E01001703,57.6,1093,3.364940582,0.336494058,1
E01009151,57.59,1094,3.368019211,0.336801921,1
E01012327,57.58,1095,3.371097839,0.337109784,1
E01000550,57.57,1096,3.374176467,0.337417647,1
E01001838,57.55,1097,3.377255095,0.33772551,1
E01014164,57.54,1098,3.380333723,0.338033372,1
E01020841,57.54,1099,3.383412351,0.338341235,1
E01013299,57.48,1100,3.38649098,0.338649098,1
E01001846,57.48,1101,3.389569608,0.338956961,1
E01001813,57.48,1102,3.392648236,0.339264824,1
E01006761,57.47,1103,3.395726864,0.339572686,1
E01008900,57.47,1104,3.398805492,0.339880549,1
E01025154,57.47,1105,3.40188412,0.340188412,1
E01009889,57.46,1106,3.404962749,0.340496275,1
E01009344,57.46,1107,3.408041377,0.340804138,1
E01010283,57.46,1108,3.411120005,0.341112,1
E01013876,57.45,1109,3.414198633,0.341419863,1
E01012131,57.44,1110,3.417277261,0.341727726,1
E01011976,57.44,1111,3.420355889,0.342035589,1
E01010280,57.43,1112,3.423434518,0.342343452,1
E01010090,57.42,1113,3.426513146,0.342651315,1
E01013203,57.41,1114,3.429591774,0.342959177,1
E01006432,57.4,1115,3.432670402,0.34326704,1
E01009080,57.39,1116,3.43574903,0.343574903,1
E01005602,57.39,1117,3.438827658,0.343882766,1
E01009337,57.39,1118,3.441906287,0.344190629,1
E01015257,57.37,1119,3.444984915,0.344498491,1
E01025296,57.37,1120,3.448063543,0.344806354,1
E01012603,57.37,1121,3.451142171,0.345114217,1
E01009329,57.36,1122,3.454220799,0.34542208,1
E01015916,57.34,1123,3.457299427,0.345729943,1
E01007648,57.34,1124,3.460378056,0.346037806,1
E01029980,57.33,1125,3.463456684,0.346345668,1
E01005377,57.33,1126,3.466535312,0.346653531,1
E01006759,57.33,1127,3.46961394,0.346961394,1
E01013140,57.33,1128,3.472692568,0.347269257,1
E01013177,57.33,1129,3.475771196,0.34757712,1
E01012254,57.31,1130,3.478849825,0.347884982,1
E01024614,57.31,1131,3.481928453,0.348192845,1
E01015080,57.31,1132,3.485007081,0.348500708,1
E01013942,57.3,1133,3.488085709,0.348808571,1
E01020984,57.29,1134,3.491164337,0.349116434,1
E01005024,57.29,1135,3.494242965,0.349424297,1
E01011725,57.29,1136,3.497321593,0.349732159,1
E01006875,57.26,1137,3.500400222,0.350040022,1
E01005583,57.26,1138,3.50347885,0.350347885,1
E01006585,57.25,1139,3.506557478,0.350655748,1
E01025236,57.22,1140,3.509636106,0.350963611,1
E01007370,57.21,1141,3.512714734,0.351271473,1
E01007162,57.18,1142,3.515793362,0.351579336,1
E01005828,57.16,1143,3.518871991,0.351887199,1
E01008327,57.16,1144,3.521950619,0.352195062,1
E01011144,57.16,1145,3.525029247,0.352502925,1
E01007643,57.14,1146,3.528107875,0.352810788,1
E01005755,57.14,1147,3.531186503,0.35311865,1
E01029994,57.13,1148,3.534265131,0.353426513,1
E01008906,57.12,1149,3.53734376,0.353734376,1
E01006644,57.11,1150,3.540422388,0.354042239,1
E01014217,57.11,1151,3.543501016,0.354350102,1
E01013851,57.07,1152,3.546579644,0.354657964,1
E01014211,57.06,1153,3.549658272,0.354965827,1
E01012175,57.05,1154,3.5527369,0.35527369,1
E01027153,57.04,1155,3.555815529,0.355581553,1
E01005085,57.03,1156,3.558894157,0.355889416,1
E01010029,57.01,1157,3.561972785,0.356197278,1
E01004247,57.01,1158,3.565051413,0.356505141,1
E01007542,57,1159,3.568130041,0.356813004,1
E01024899,57,1160,3.571208669,0.357120867,1
E01008731,57,1161,3.574287298,0.35742873,1
E01007790,56.97,1162,3.577365926,0.357736593,1
E01009215,56.96,1163,3.580444554,0.358044455,1
E01006658,56.93,1164,3.583523182,0.358352318,1
E01012834,56.93,1165,3.58660181,0.358660181,1
E01026622,56.92,1166,3.589680438,0.358968044,1
E01012852,56.91,1167,3.592759067,0.359275907,1
E01001730,56.9,1168,3.595837695,0.359583769,1
E01007402,56.9,1169,3.598916323,0.359891632,1
E01009475,56.85,1170,3.601994951,0.360199495,1
E01012785,56.85,1171,3.605073579,0.360507358,1
E01026827,56.85,1172,3.608152207,0.360815221,1
E01016867,56.84,1173,3.611230836,0.361123084,1
E01005624,56.82,1174,3.614309464,0.361430946,1
E01007013,56.82,1175,3.617388092,0.361738809,1
E01009893,56.81,1176,3.62046672,0.362046672,1
E01025110,56.81,1177,3.623545348,0.362354535,1
E01010076,56.81,1178,3.626623976,0.362662398,1
E01022030,56.8,1179,3.629702605,0.36297026,1
E01025699,56.8,1180,3.632781233,0.363278123,1
E01007130,56.77,1181,3.635859861,0.363585986,1
E01009374,56.77,1182,3.638938489,0.363893849,1
E01001712,56.73,1183,3.642017117,0.364201712,1
E01016915,56.72,1184,3.645095745,0.364509575,1
E01004859,56.7,1185,3.648174373,0.364817437,1
E01005272,56.69,1186,3.651253002,0.3651253,1
E01005501,56.68,1187,3.65433163,0.365433163,1
E01012483,56.68,1188,3.657410258,0.365741026,1
E01008092,56.68,1189,3.660488886,0.366048889,1
E01006429,56.67,1190,3.663567514,0.366356751,1
E01012858,56.65,1191,3.666646142,0.366664614,1
E01011339,56.65,1192,3.669724771,0.366972477,1
E01005201,56.63,1193,3.672803399,0.36728034,1
E01007011,56.63,1194,3.675882027,0.367588203,1
E01009048,56.62,1195,3.678960655,0.367896066,1
E01003488,56.62,1196,3.682039283,0.368203928,1
E01008816,56.62,1197,3.685117911,0.368511791,1
E01009988,56.61,1198,3.68819654,0.368819654,1
E01005584,56.61,1199,3.691275168,0.369127517,1
E01005240,56.6,1200,3.694353796,0.36943538,1
E01014218,56.59,1201,3.697432424,0.369743242,1
E01010286,56.59,1202,3.700511052,0.370051105,1
E01008544,56.57,1203,3.70358968,0.370358968,1
E01007883,56.57,1204,3.706668309,0.370666831,1
E01006564,56.56,1205,3.709746937,0.370974694,1
E01004295,56.56,1206,3.712825565,0.371282556,1
E01007764,56.56,1207,3.715904193,0.371590419,1
E01004870,56.55,1208,3.718982821,0.371898282,1
E01009996,56.55,1209,3.722061449,0.372206145,1
E01008898,56.55,1210,3.725140078,0.372514008,1
E01013165,56.54,1211,3.728218706,0.372821871,1
E01006105,56.51,1212,3.731297334,0.373129733,1
E01005660,56.51,1213,3.734375962,0.373437596,1
E01008220,56.49,1214,3.73745459,0.373745459,1
E01004827,56.49,1215,3.740533218,0.374053322,1
E01015281,56.48,1216,3.743611847,0.374361185,1
E01010481,56.48,1217,3.746690475,0.374669047,1
E01006446,56.46,1218,3.749769103,0.37497691,1
E01029845,56.44,1219,3.752847731,0.375284773,1
E01012408,56.42,1220,3.755926359,0.375592636,1
E01009574,56.41,1221,3.759004987,0.375900499,1
E01013849,56.41,1222,3.762083616,0.376208362,1
E01013958,56.4,1223,3.765162244,0.376516224,1
E01001781,56.39,1224,3.768240872,0.376824087,1
E01008829,56.38,1225,3.7713195,0.37713195,1
E01007946,56.38,1226,3.774398128,0.377439813,1
E01007086,56.36,1227,3.777476756,0.377747676,1
E01024240,56.36,1228,3.780555385,0.378055538,1
E01008015,56.35,1229,3.783634013,0.378363401,1
E01006816,56.33,1230,3.786712641,0.378671264,1
E01010845,56.3,1231,3.789791269,0.378979127,1
E01009104,56.3,1232,3.792869897,0.37928699,1
E01014269,56.29,1233,3.795948525,0.379594853,1
E01005681,56.28,1234,3.799027154,0.379902715,1
E01005180,56.28,1235,3.802105782,0.380210578,1
E01005581,56.27,1236,3.80518441,0.380518441,1
E01006919,56.27,1237,3.808263038,0.380826304,1
E01021302,56.26,1238,3.811341666,0.381134167,1
E01011658,56.24,1239,3.814420294,0.381442029,1
E01012576,56.24,1240,3.817498922,0.381749892,1
E01005129,56.23,1241,3.820577551,0.382057755,1
E01024615,56.23,1242,3.823656179,0.382365618,1
E01022319,56.2,1243,3.826734807,0.382673481,1
E01025219,56.2,1244,3.829813435,0.382981344,1
E01009836,56.2,1245,3.832892063,0.383289206,1
E01002026,56.19,1246,3.835970691,0.383597069,1
E01009057,56.19,1247,3.83904932,0.383904932,1
E01001716,56.17,1248,3.842127948,0.384212795,1
E01009480,56.15,1249,3.845206576,0.384520658,1
E01007290,56.15,1250,3.848285204,0.38482852,1
E01007373,56.13,1251,3.851363832,0.385136383,1
E01012845,56.12,1252,3.85444246,0.385444246,1
E01006984,56.11,1253,3.857521089,0.385752109,1
E01025297,56.09,1254,3.860599717,0.386059972,1
E01030247,56.09,1255,3.863678345,0.386367834,1
E01014655,56.09,1256,3.866756973,0.386675697,1
E01007563,56.09,1257,3.869835601,0.38698356,1
E01007496,56.08,1258,3.872914229,0.387291423,1
E01021136,56.08,1259,3.875992858,0.387599286,1
E01005315,56.08,1260,3.879071486,0.387907149,1
E01009328,56.07,1261,3.882150114,0.388215011,1
E01005599,56.07,1262,3.885228742,0.388522874,1
E01019995,56.06,1263,3.88830737,0.388830737,1
E01007325,56.06,1264,3.891385998,0.3891386,1
E01010410,56.05,1265,3.894464627,0.389446463,1
E01011106,56.04,1266,3.897543255,0.389754325,1
E01019112,56.02,1267,3.900621883,0.390062188,1
E01007652,56.01,1268,3.903700511,0.390370051,1
E01009984,55.99,1269,3.906779139,0.390677914,1
E01012657,55.99,1270,3.909857767,0.390985777,1
E01012284,55.98,1271,3.912936396,0.39129364,1
E01001705,55.98,1272,3.916015024,0.391601502,1
E01008841,55.98,1273,3.919093652,0.391909365,1
E01026010,55.98,1274,3.92217228,0.392217228,1
E01008910,55.97,1275,3.925250908,0.392525091,1
E01009355,55.97,1276,3.928329536,0.392832954,1
E01005525,55.96,1277,3.931408165,0.393140816,1
E01005725,55.94,1278,3.934486793,0.393448679,1
E01006056,55.94,1279,3.937565421,0.393756542,1
E01009477,55.92,1280,3.940644049,0.394064405,1
E01009373,55.92,1281,3.943722677,0.394372268,1
E01011368,55.9,1282,3.946801305,0.394680131,1
E01011283,55.89,1283,3.949879934,0.394987993,1
E01014256,55.86,1284,3.952958562,0.395295856,1
E01012221,55.85,1285,3.95603719,0.395603719,1
E01009130,55.83,1286,3.959115818,0.395911582,1
E01012892,55.82,1287,3.962194446,0.396219445,1
E01004205,55.82,1288,3.965273074,0.396527307,1
E01009762,55.8,1289,3.968351702,0.39683517,1
E01009141,55.8,1290,3.971430331,0.397143033,1
E01005631,55.79,1291,3.974508959,0.397450896,1
E01001425,55.79,1292,3.977587587,0.397758759,1
E01012684,55.79,1293,3.980666215,0.398066622,1
E01000595,55.77,1294,3.983744843,0.398374484,1
E01002089,55.77,1295,3.986823471,0.398682347,1
E01000643,55.76,1296,3.9899021,0.39899021,1
E01001765,55.74,1297,3.992980728,0.399298073,1
E01024507,55.73,1298,3.996059356,0.399605936,1
E01026690,55.72,1299,3.999137984,0.399913798,1
E01005213,55.72,1300,4.002216612,0.400221661,1
E01012859,55.7,1301,4.00529524,0.400529524,1
E01014802,55.7,1302,4.008373869,0.400837387,1
E01030261,55.7,1303,4.011452497,0.40114525,1
E01026374,55.68,1304,4.014531125,0.401453112,1
E01010943,55.68,1305,4.017609753,0.401760975,1
E01007006,55.67,1306,4.020688381,0.402068838,1
E01013727,55.67,1307,4.023767009,0.402376701,1
E01028275,55.65,1308,4.026845638,0.402684564,1
E01006426,55.65,1309,4.029924266,0.402992427,1
E01010666,55.65,1310,4.033002894,0.403300289,1
E01010807,55.65,1311,4.036081522,0.403608152,1
E01015263,55.63,1312,4.03916015,0.403916015,1
E01006764,55.62,1313,4.042238778,0.404223878,1
E01010269,55.61,1314,4.045317407,0.404531741,1
E01005639,55.61,1315,4.048396035,0.404839603,1
E01004399,55.6,1316,4.051474663,0.405147466,1
E01017207,55.6,1317,4.054553291,0.405455329,1
E01019197,55.59,1318,4.057631919,0.405763192,1
E01006861,55.58,1319,4.060710547,0.406071055,1
E01009354,55.58,1320,4.063789176,0.406378918,1
E01004423,55.57,1321,4.066867804,0.40668678,1
E01007902,55.56,1322,4.069946432,0.406994643,1
E01008436,55.56,1323,4.07302506,0.407302506,1
E01004822,55.56,1324,4.076103688,0.407610369,1
E01013604,55.55,1325,4.079182316,0.407918232,1
E01008815,55.55,1326,4.082260945,0.408226094,1
E01019245,55.54,1327,4.085339573,0.408533957,1
E01011148,55.54,1328,4.088418201,0.40884182,1
E01001693,55.53,1329,4.091496829,0.409149683,1
E01025045,55.53,1330,4.094575457,0.409457546,1
E01010701,55.53,1331,4.097654085,0.409765409,1
E01027533,55.53,1332,4.100732714,0.410073271,1
E01005352,55.52,1333,4.103811342,0.410381134,1
E01009128,55.51,1334,4.10688997,0.410688997,1
E01031090,55.51,1335,4.109968598,0.41099686,1
E01011660,55.5,1336,4.113047226,0.411304723,1
E01006440,55.47,1337,4.116125854,0.411612585,1
E01000048,55.47,1338,4.119204482,0.411920448,1
E01007270,55.47,1339,4.122283111,0.412228311,1
E01011375,55.46,1340,4.125361739,0.412536174,1
E01022967,55.46,1341,4.128440367,0.412844037,1
E01007905,55.45,1342,4.131518995,0.4131519,1
E01004853,55.44,1343,4.134597623,0.413459762,1
E01025248,55.44,1344,4.137676251,0.413767625,1
E01020807,55.44,1345,4.14075488,0.414075488,1
E01004851,55.42,1346,4.143833508,0.414383351,1
E01004979,55.41,1347,4.146912136,0.414691214,1
E01011659,55.39,1348,4.149990764,0.414999076,1
E01005246,55.39,1349,4.153069392,0.415306939,1
E01008651,55.39,1350,4.15614802,0.415614802,1
E01005425,55.38,1351,4.159226649,0.415922665,1
E01012574,55.38,1352,4.162305277,0.416230528,1
E01005569,55.38,1353,4.165383905,0.41653839,1
E01017053,55.37,1354,4.168462533,0.416846253,1
E01013601,55.37,1355,4.171541161,0.417154116,1
E01013221,55.36,1356,4.174619789,0.417461979,1
E01011811,55.35,1357,4.177698418,0.417769842,1
E01007943,55.35,1358,4.180777046,0.418077705,1
E01012788,55.34,1359,4.183855674,0.418385567,1
E01004942,55.34,1360,4.186934302,0.41869343,1
E01003502,55.34,1361,4.19001293,0.419001293,1
E01019097,55.33,1362,4.193091558,0.419309156,1
E01006967,55.33,1363,4.196170187,0.419617019,1
E01006607,55.33,1364,4.199248815,0.419924881,1
E01010965,55.32,1365,4.202327443,0.420232744,1
E01001333,55.32,1366,4.205406071,0.420540607,1
E01009099,55.32,1367,4.208484699,0.42084847,1
E01002778,55.3,1368,4.211563327,0.421156333,1
E01010435,55.3,1369,4.214641956,0.421464196,1
E01011373,55.29,1370,4.217720584,0.421772058,1
E01001729,55.28,1371,4.220799212,0.422079921,1
E01010292,55.28,1372,4.22387784,0.422387784,1
E01013920,55.28,1373,4.226956468,0.422695647,1
E01008821,55.25,1374,4.230035096,0.42300351,1
E01009061,55.24,1375,4.233113725,0.423311372,1
E01009310,55.24,1376,4.236192353,0.423619235,1
E01005092,55.24,1377,4.239270981,0.423927098,1
E01010415,55.24,1378,4.242349609,0.424234961,1
E01019158,55.23,1379,4.245428237,0.424542824,1
E01010635,55.22,1380,4.248506865,0.424850687,1
E01005124,55.22,1381,4.251585494,0.425158549,1
E01008297,55.21,1382,4.254664122,0.425466412,1
E01003500,55.21,1383,4.25774275,0.425774275,1
E01010527,55.19,1384,4.260821378,0.426082138,1
E01002713,55.18,1385,4.263900006,0.426390001,1
E01002046,55.17,1386,4.266978634,0.426697863,1
E01004334,55.16,1387,4.270057262,0.427005726,1
E01005132,55.16,1388,4.273135891,0.427313589,1
E01009201,55.16,1389,4.276214519,0.427621452,1
E01012704,55.16,1390,4.279293147,0.427929315,1
E01010445,55.13,1391,4.282371775,0.428237178,1
E01005243,55.12,1392,4.285450403,0.42854504,1
E01025082,55.12,1393,4.288529031,0.428852903,1
E01009987,55.12,1394,4.29160766,0.429160766,1
E01010033,55.1,1395,4.294686288,0.429468629,1
E01007507,55.1,1396,4.297764916,0.429776492,1
E01002758,55.1,1397,4.300843544,0.430084354,1
E01010833,55.09,1398,4.303922172,0.430392217,1
E01013885,55.09,1399,4.3070008,0.43070008,1
E01005113,55.06,1400,4.310079429,0.431007943,1
E01006305,55.06,1401,4.313158057,0.431315806,1
E01011664,55.03,1402,4.316236685,0.431623668,1
E01009214,55.03,1403,4.319315313,0.431931531,1
E01007626,55.02,1404,4.322393941,0.432239394,1
E01012743,55.02,1405,4.325472569,0.432547257,1
E01027547,55.02,1406,4.328551198,0.43285512,1
E01005513,55.01,1407,4.331629826,0.433162983,1
E01028247,55,1408,4.334708454,0.433470845,1
E01027244,55,1409,4.337787082,0.433778708,1
E01016063,55,1410,4.34086571,0.434086571,1
E01020767,54.99,1411,4.343944338,0.434394434,1
E01001702,54.99,1412,4.347022967,0.434702297,1
E01006336,54.99,1413,4.350101595,0.435010159,1
E01005822,54.98,1414,4.353180223,0.435318022,1
E01016742,54.98,1415,4.356258851,0.435625885,1
E01003508,54.98,1416,4.359337479,0.435933748,1
E01012115,54.97,1417,4.362416107,0.436241611,1
E01002003,54.96,1418,4.365494736,0.436549474,1
E01001777,54.93,1419,4.368573364,0.436857336,1
E01005427,54.93,1420,4.371651992,0.437165199,1
E01006601,54.93,1421,4.37473062,0.437473062,1
E01025226,54.92,1422,4.377809248,0.437780925,1
E01006614,54.91,1423,4.380887876,0.438088788,1
E01008340,54.89,1424,4.383966505,0.43839665,1
E01014801,54.88,1425,4.387045133,0.438704513,1
E01013174,54.88,1426,4.390123761,0.439012376,1
E01006728,54.88,1427,4.393202389,0.439320239,1
E01009182,54.88,1428,4.396281017,0.439628102,1
E01009718,54.86,1429,4.399359645,0.439935965,1
E01012262,54.85,1430,4.402438274,0.440243827,1
E01029106,54.84,1431,4.405516902,0.44055169,1
E01013479,54.84,1432,4.40859553,0.440859553,1
E01009157,54.84,1433,4.411674158,0.441167416,1
E01001013,54.84,1434,4.414752786,0.441475279,1
E01005590,54.83,1435,4.417831414,0.441783141,1
E01011427,54.83,1436,4.420910042,0.442091004,1
E01000601,54.82,1437,4.423988671,0.442398867,1
E01025171,54.79,1438,4.427067299,0.44270673,1
E01007048,54.79,1439,4.430145927,0.443014593,1
E01010271,54.79,1440,4.433224555,0.443322456,1
E01027817,54.78,1441,4.436303183,0.443630318,1
E01007873,54.78,1442,4.439381811,0.443938181,1
E01001811,54.78,1443,4.44246044,0.444246044,1
E01012545,54.78,1444,4.445539068,0.444553907,1
E01017471,54.77,1445,4.448617696,0.44486177,1
E01004839,54.73,1446,4.451696324,0.445169632,1
E01017502,54.73,1447,4.454774952,0.445477495,1
E01015609,54.73,1448,4.45785358,0.445785358,1
E01016949,54.7,1449,4.460932209,0.446093221,1
E01004444,54.68,1450,4.464010837,0.446401084,1
E01007568,54.68,1451,4.467089465,0.446708946,1
E01020901,54.67,1452,4.470168093,0.447016809,1
E01006414,54.67,1453,4.473246721,0.447324672,1
E01014594,54.67,1454,4.476325349,0.447632535,1
E01009964,54.65,1455,4.479403978,0.447940398,1
E01019142,54.65,1456,4.482482606,0.448248261,1
E01008389,54.64,1457,4.485561234,0.448556123,1
E01011363,54.63,1458,4.488639862,0.448863986,1
E01010478,54.63,1459,4.49171849,0.449171849,1
E01004238,54.61,1460,4.494797118,0.449479712,1
E01014605,54.6,1461,4.497875747,0.449787575,1
E01008604,54.59,1462,4.500954375,0.450095437,1
E01005077,54.59,1463,4.504033003,0.4504033,1
E01012016,54.58,1464,4.507111631,0.450711163,1
E01005731,54.57,1465,4.510190259,0.451019026,1
E01009308,54.57,1466,4.513268887,0.451326889,1
E01006912,54.57,1467,4.516347516,0.451634752,1
E01001517,54.55,1468,4.519426144,0.451942614,1
E01009338,54.55,1469,4.522504772,0.452250477,1
E01006830,54.54,1470,4.5255834,0.45255834,1
E01009500,54.52,1471,4.528662028,0.452866203,1
E01013619,54.52,1472,4.531740656,0.453174066,1
E01005941,54.52,1473,4.534819285,0.453481928,1
E01015789,54.51,1474,4.537897913,0.453789791,1
E01029293,54.48,1475,4.540976541,0.454097654,1
E01008054,54.47,1476,4.544055169,0.454405517,1
E01008429,54.46,1477,4.547133797,0.45471338,1
E01031043,54.45,1478,4.550212425,0.455021243,1
E01029554,54.44,1479,4.553291054,0.455329105,1
E01008117,54.44,1480,4.556369682,0.455636968,1
E01016031,54.44,1481,4.55944831,0.455944831,1
E01015030,54.44,1482,4.562526938,0.456252694,1
E01025084,54.44,1483,4.565605566,0.456560557,1
E01007977,54.43,1484,4.568684194,0.456868419,1
E01008223,54.43,1485,4.571762822,0.457176282,1
E01013000,54.42,1486,4.574841451,0.457484145,1
E01009641,54.42,1487,4.577920079,0.457792008,1
E01010632,54.42,1488,4.580998707,0.458099871,1
E01005703,54.41,1489,4.584077335,0.458407734,1
E01019157,54.4,1490,4.587155963,0.458715596,1
E01012595,54.4,1491,4.590234591,0.459023459,1
E01013144,54.39,1492,4.59331322,0.459331322,1
E01025136,54.38,1493,4.596391848,0.459639185,1
E01007628,54.38,1494,4.599470476,0.459947048,1
E01010274,54.37,1495,4.602549104,0.46025491,1
E01011735,54.37,1496,4.605627732,0.460562773,1
E01001429,54.37,1497,4.60870636,0.460870636,1
E01010618,54.37,1498,4.611784989,0.461178499,1
E01010366,54.36,1499,4.614863617,0.461486362,1
E01009133,54.36,1500,4.617942245,0.461794224,1
E01009384,54.33,1501,4.621020873,0.462102087,1
E01012014,54.33,1502,4.624099501,0.46240995,1
E01012318,54.33,1503,4.627178129,0.462717813,1
E01000596,54.33,1504,4.630256758,0.463025676,1
E01004273,54.33,1505,4.633335386,0.463333539,1
E01006877,54.31,1506,4.636414014,0.463641401,1
E01004321,54.31,1507,4.639492642,0.463949264,1
E01006767,54.31,1508,4.64257127,0.464257127,1
E01012239,54.3,1509,4.645649898,0.46456499,1
E01003611,54.3,1510,4.648728527,0.464872853,1
E01006450,54.29,1511,4.651807155,0.465180715,1
E01028001,54.28,1512,4.654885783,0.465488578,1
E01008055,54.28,1513,4.657964411,0.465796441,1
E01011863,54.28,1514,4.661043039,0.466104304,1
E01009360,54.27,1515,4.664121667,0.466412167,1
E01028320,54.25,1516,4.667200296,0.46672003,1
E01008398,54.24,1517,4.670278924,0.467027892,1
E01008923,54.24,1518,4.673357552,0.467335755,1
E01001978,54.23,1519,4.67643618,0.467643618,1
E01003087,54.21,1520,4.679514808,0.467951481,1
E01006880,54.2,1521,4.682593436,0.468259344,1
E01029427,54.19,1522,4.685672065,0.468567206,1
E01026150,54.19,1523,4.688750693,0.468875069,1
E01026083,54.19,1524,4.691829321,0.469182932,1
E01008998,54.16,1525,4.694907949,0.469490795,1
E01005656,54.15,1526,4.697986577,0.469798658,1
E01012918,54.12,1527,4.701065205,0.470106521,1
E01006730,54.12,1528,4.704143834,0.470414383,1
E01004311,54.11,1529,4.707222462,0.470722246,1
E01001458,54.11,1530,4.71030109,0.471030109,1
E01010676,54.1,1531,4.713379718,0.471337972,1
E01026093,54.1,1532,4.716458346,0.471645835,1
E01008116,54.09,1533,4.719536974,0.471953697,1
E01009952,54.09,1534,4.722615602,0.47226156,1
E01011318,54.09,1535,4.725694231,0.472569423,1
E01011030,54.08,1536,4.728772859,0.472877286,1
E01002077,54.04,1537,4.731851487,0.473185149,1
E01010374,54.02,1538,4.734930115,0.473493012,1
E01017130,54.02,1539,4.738008743,0.473800874,1
E01000529,54.01,1540,4.741087371,0.474108737,1
E01012946,54.01,1541,4.744166,0.4744166,1
E01025083,54,1542,4.747244628,0.474724463,1
E01017112,54,1543,4.750323256,0.475032326,1
E01011004,53.99,1544,4.753401884,0.475340188,1
E01020790,53.99,1545,4.756480512,0.475648051,1
E01010141,53.98,1546,4.75955914,0.475955914,1
E01004433,53.98,1547,4.762637769,0.476263777,1
E01008065,53.98,1548,4.765716397,0.47657164,1
E01021290,53.95,1549,4.768795025,0.476879502,1
E01028281,53.94,1550,4.771873653,0.477187365,1
E01008096,53.94,1551,4.774952281,0.477495228,1
E01006752,53.93,1552,4.778030909,0.477803091,1
E01010541,53.92,1553,4.781109538,0.478110954,1
E01025183,53.92,1554,4.784188166,0.478418817,1
E01012396,53.9,1555,4.787266794,0.478726679,1
E01016010,53.9,1556,4.790345422,0.479034542,1
E01000051,53.9,1557,4.79342405,0.479342405,1
E01015152,53.89,1558,4.796502678,0.479650268,1
E01006213,53.88,1559,4.799581307,0.479958131,1
E01006483,53.87,1560,4.802659935,0.480265993,1
E01019295,53.86,1561,4.805738563,0.480573856,1
E01003487,53.86,1562,4.808817191,0.480881719,1
E01005496,53.86,1563,4.811895819,0.481189582,1
E01026662,53.84,1564,4.814974447,0.481497445,1
E01008165,53.83,1565,4.818053076,0.481805308,1
E01020112,53.83,1566,4.821131704,0.48211317,1
E01006980,53.82,1567,4.824210332,0.482421033,1
E01011337,53.81,1568,4.82728896,0.482728896,1
E01011501,53.8,1569,4.830367588,0.483036759,1
E01010125,53.79,1570,4.833446216,0.483344622,1
E01004250,53.79,1571,4.836524845,0.483652484,1
E01018550,53.79,1572,4.839603473,0.483960347,1
E01004722,53.79,1573,4.842682101,0.48426821,1
E01008777,53.78,1574,4.845760729,0.484576073,1
E01001334,53.78,1575,4.848839357,0.484883936,1
